tran_id,created_date,reached_bo_date,item_manufacturer,item_name,so_line,so_quantity,bo_quantity,item_curve,item_buyer,field,bo_status,new_value,is_dropship,IsUnder,IsAfter,Buckets,Hours 2,MAX so_amount,Under 48 hours,After 48 Hours
SO210337,03/24/2026 02:15:57.000 PM,03/24/2026 02:40:51.000 PM,Hispec,HSSA/OP/10,2,3,3,CZ,Arthur Malheiro,Allocated Supply,Purchased,3,F,T,F,A. Under 1 Hour,0,106,1,0
SO210405,03/24/2026 03:46:20.000 PM,03/24/2026 03:52:33.000 PM,Potter,PAD300-DUCT,1,3,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,595,1,0
SO210405,03/24/2026 03:46:20.000 PM,03/24/2026 03:52:33.000 PM,Potter,PAD300-DUCT,1,3,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,3,F,T,F,A. Under 1 Hour,0,595,1,0
SO210428,03/24/2026 04:24:05.000 PM,03/24/2026 08:03:15.000 PM,Prysmian,AP007-R,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,3,13,1,0
SO210428,03/24/2026 04:24:05.000 PM,03/24/2026 08:03:15.000 PM,LINIAN,2LCG0911CT300,2,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,3,6,1,0
SO210434,03/24/2026 04:31:41.000 PM,03/24/2026 05:41:25.000 PM,GeoFire,3-87-0551,1,10,10,CZ,Arthur Malheiro,Allocated Supply,Purchased,10,F,T,F,I. Others,1,327,1,0
SO210451,03/24/2026 04:55:51.000 PM,03/24/2026 04:55:52.000 PM,Lumi-Plugin,LS110WHMBWSA,1,1,0,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,76,1,0
SO210451,03/24/2026 04:55:51.000 PM,03/25/2026 02:37:49.000 PM,Lumi-Plugin,LS110WHMBWSA,1,1,0,CZ,Arthur Malheiro,Committed,Purchased,1,F,T,F,C. 13 a 24h,21,76,1,0
SO210568,03/24/2026 08:40:41.000 PM,03/24/2026 08:48:34.000 PM,Jewel Fire Group,3FX,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,22,1,0
SO210627,03/25/2026 10:01:36.000 AM,03/25/2026 11:36:15.000 AM,Jewel Fire Group,6PX,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,I. Others,1,25,1,0
SO210628,03/25/2026 10:23:09.000 AM,03/25/2026 01:05:10.000 PM,Hochiki,DFG-60BLKJ,1,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,B. 1 a 12h,2,56,1,0
SO210630,03/25/2026 11:01:27.000 AM,03/25/2026 11:01:29.000 AM,CheckFire,RX-SQT-002-ECF,2,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,18,1,0
SO210637,03/25/2026 11:31:30.000 AM,03/25/2026 10:00:08.000 PM,FireBlitz,FBA-G2,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,8,112,1,0
SO210646,03/25/2026 12:41:05.000 PM,03/25/2026 01:05:10.000 PM,Hochiki,ALN-EN,1,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,49,1,0
SO210649,03/25/2026 12:52:46.000 PM,03/25/2026 10:36:17.000 PM,Fire-Lite,BAT-12120-BP,1,5,3,CZ,Arthur Malheiro,Allocated Supply,Purchased,5,F,T,F,B. 1 a 12h,9,"3,415",1,0
SO210652,03/25/2026 01:00:50.000 PM,03/25/2026 01:05:06.000 PM,Zeta,ID2-HR,1,3,3,CZ,Arthur Malheiro,Allocated Supply,Purchased,3,F,T,F,A. Under 1 Hour,0,84,1,0
SO210667,03/25/2026 01:46:23.000 PM,03/25/2026 01:51:30.000 PM,Lumi-Plugin,LS110WHMBWSA,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,76,1,0
SO210681,03/25/2026 02:13:40.000 PM,03/25/2026 02:15:20.000 PM,Edwards,SIGA-SD,6,1,1,AX,Lorena Galvao,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,198,1,0
SO210696,03/25/2026 02:32:33.000 PM,03/25/2026 08:47:28.000 PM,Siemens,TRI-R,1,3,3,BX,Lorena Galvao,Allocated Supply,Purchased,3,F,T,F,B. 1 a 12h,6,"4,352",1,0
SO210708,03/25/2026 02:52:17.000 PM,03/25/2026 04:41:04.000 PM,ESP,FHD2,1,3,3,CZ,,Allocated Supply,Purchased,3,F,T,F,I. Others,1,29,1,0
SO210724,03/25/2026 03:23:19.000 PM,03/25/2026 04:25:35.000 PM,Hochiki,ALN-EN(WHT)-SCI,1,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,I. Others,1,54,1,0
SO210942,03/25/2026 09:40:44.000 PM,03/25/2026 10:05:17.000 PM,CheckFire,113P,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,1,1,0
SO210942,03/25/2026 09:40:44.000 PM,03/26/2026 12:47:16.000 PM,CheckFire,113P,1,1,1,CZ,Arthur Malheiro,Committed,Purchased,1,F,T,F,C. 13 a 24h,15,1,1,0
SO210942,03/25/2026 09:40:44.000 PM,03/25/2026 09:40:45.000 PM,CheckFire,RX-SQT-002-ECF,2,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,19,1,0
SO210975,03/26/2026 08:41:15.000 AM,03/26/2026 01:33:12.000 PM,Ziton,ZP730-2P,1,30,28,CZ,Lorena Galvao,Allocated Supply,Purchased,30,F,T,F,B. 1 a 12h,4,855,1,0
SO210978,03/26/2026 11:23:16.000 AM,03/26/2026 01:06:31.000 PM,FireChief,119-1948,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,I. Others,1,5,1,0
SO210979,03/26/2026 11:23:42.000 AM,03/26/2026 01:33:21.000 PM,Gent,S4-715,2,2,2,CZ,Lorena Galvao,Allocated Supply,Purchased,2,F,T,F,B. 1 a 12h,2,80,1,0
SO210980,03/26/2026 11:31:16.000 AM,03/26/2026 01:06:30.000 PM,FireChief,114-1036,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,I. Others,1,37,1,0
SO210989,03/26/2026 12:22:36.000 PM,03/26/2026 12:22:37.000 PM,Firexo,809-765-347-876,1,1,0,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,64,1,0
SO210989,03/26/2026 12:22:36.000 PM,03/27/2026 10:41:26.000 AM,Firexo,809-765-347-876,1,1,0,CZ,Arthur Malheiro,Committed,Purchased,1,F,T,F,C. 13 a 24h,22,64,1,0
SO210990,03/26/2026 12:26:46.000 PM,03/26/2026 04:05:39.000 PM,Space Age,SSU-7-CO,1,6,6,CZ,Arthur Malheiro,Allocated Supply,Purchased,6,F,T,F,B. 1 a 12h,3,"1,075",1,0
SO210993,03/26/2026 12:41:32.000 PM,03/26/2026 01:06:30.000 PM,FireChief,134-1025,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,229,1,0
SO210994,03/26/2026 12:45:50.000 PM,03/26/2026 01:33:21.000 PM,Jewel Fire Group,3FX,1,3,3,CZ,Arthur Malheiro,Allocated Supply,Purchased,3,F,T,F,A. Under 1 Hour,0,67,1,0
SO211029,03/26/2026 02:23:54.000 PM,03/26/2026 02:40:47.000 PM,Cameo Systems,CSHK1/SS,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,107,1,0
SO211036,03/26/2026 02:31:15.000 PM,03/26/2026 02:31:16.000 PM,GeoFire,2-31-0310-U005,1,1,0,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,5,1,0
SO211036,03/26/2026 02:31:15.000 PM,03/27/2026 12:21:01.000 PM,GeoFire,2-31-0310-U005,1,1,0,CZ,Arthur Malheiro,Committed,Purchased,1,F,T,F,C. 13 a 24h,21,5,1,0
SO211118,03/26/2026 05:13:11.000 PM,03/26/2026 05:13:12.000 PM,Firexo,809-765-347-846,1,3,0,CZ,Arthur Malheiro,Allocated Supply,Purchased,3,F,T,F,A. Under 1 Hour,0,107,1,0
SO211118,03/26/2026 05:13:11.000 PM,03/27/2026 12:09:21.000 PM,Firexo,809-765-347-846,1,3,0,CZ,Arthur Malheiro,Committed,Purchased,3,F,T,F,C. 13 a 24h,18,107,1,0
SO211285,03/27/2026 09:21:31.000 AM,03/27/2026 01:05:47.000 PM,Yuasa,Y2.9-12,1,6,6,CZ,Arthur Malheiro,Allocated Supply,Purchased,6,F,T,F,B. 1 a 12h,3,64,1,0
SO211287,03/27/2026 10:15:50.000 AM,03/27/2026 01:39:42.000 PM,Vesda,OSP-004,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,3,81,1,0
SO211297,03/27/2026 12:01:24.000 PM,03/27/2026 01:11:50.000 PM,C-TEC,CA470,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,I. Others,1,28,1,0
SO211307,03/27/2026 12:46:26.000 PM,03/27/2026 01:15:12.000 PM,Detector Testers,TESTIFIRE-USBC-001,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,15,1,0
SO211313,03/27/2026 01:04:24.000 PM,03/27/2026 01:18:35.000 PM,Yuasa,Y2.1-12,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,10,1,0
SO211322,03/27/2026 01:24:15.000 PM,03/27/2026 01:24:16.000 PM,STI,STI-6400,1,1,1,AX,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,78,1,0
SO211353,03/27/2026 02:39:18.000 PM,03/27/2026 06:40:48.000 PM,FireChief,107-1036,3,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,4,31,1,0
SO211353,03/27/2026 02:39:18.000 PM,03/27/2026 06:40:48.000 PM,FireChief,101-1506,4,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,4,17,1,0
SO211353,03/27/2026 02:39:18.000 PM,03/27/2026 06:40:48.000 PM,FireChief,134-1027,5,3,3,CZ,Arthur Malheiro,Allocated Supply,Purchased,3,F,T,F,B. 1 a 12h,4,286,1,0
SO211558,03/28/2026 09:22:59.000 AM,03/30/2026 01:45:22.000 PM,Jewel Fire Group,6WMSX,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,4,110,1,0
SO211560,03/28/2026 10:22:35.000 AM,03/28/2026 10:22:36.000 AM,CheckFire,BUNSS07,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,157,1,0
SO211591,03/28/2026 10:09:53.000 PM,03/30/2026 01:41:48.000 PM,FireBlitz,FBA-G2,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,118,1,0
SO211595,03/28/2026 11:23:12.000 PM,03/28/2026 11:23:13.000 PM,FireChief,134-1027,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,95,1,0
SO211603,03/29/2026 07:22:29.000 AM,03/29/2026 07:22:31.000 AM,Lumi-Plugin,LS110WHMBWSA,2,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,151,1,0
SO211604,03/29/2026 09:10:58.000 AM,03/30/2026 01:41:48.000 PM,BLE,EL-131250,1,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,B. 1 a 12h,4,57,1,0
SO211604,03/29/2026 09:10:58.000 AM,03/29/2026 09:35:38.000 AM,CheckFire,EE-AL-001-SIT,2,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,53,1,0
SO211607,03/29/2026 11:09:36.000 AM,03/30/2026 01:45:22.000 PM,Jewel Fire Group,2FX,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,2,17,1,0
SO211609,03/29/2026 12:37:40.000 PM,03/29/2026 12:37:41.000 PM,CheckFire,BUNSS07,1,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,314,1,0
SO211610,03/29/2026 12:56:04.000 PM,03/30/2026 01:41:48.000 PM,FireBlitz,FBA-P1,2,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,22,1,0
SO211621,03/29/2026 05:31:34.000 PM,03/30/2026 01:41:48.000 PM,FireBlitz,FBA-P1,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,22,1,0
SO211633,03/29/2026 11:22:28.000 PM,03/30/2026 01:41:48.000 PM,Detector Testers,SOLO330-001,3,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,186,1,0
SO211649,03/30/2026 06:26:29.000 AM,03/30/2026 02:41:34.000 PM,FireChief,100-1620,1,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,B. 1 a 12h,8,60,1,0
SO211655,03/30/2026 11:31:20.000 AM,03/30/2026 11:31:21.000 AM,FireChief,134-1026,1,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,454,1,0
SO211658,03/30/2026 11:53:28.000 AM,03/30/2026 01:45:22.000 PM,Jewel Fire Group,2FX,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,I. Others,1,18,1,0
SO211662,03/30/2026 12:13:38.000 PM,03/30/2026 02:41:34.000 PM,FireChief,100-1010,1,3,3,CZ,Arthur Malheiro,Allocated Supply,Purchased,3,F,T,F,B. 1 a 12h,2,139,1,0
SO211664,03/30/2026 12:20:53.000 PM,03/30/2026 12:27:17.000 PM,Kidde,SA-USB,1,1,1,BY,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,127,1,0
SO211689,03/30/2026 01:53:37.000 PM,03/30/2026 02:02:08.000 PM,GeoFire,3-80-0047,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,166,1,0
SO211700,03/30/2026 02:23:22.000 PM,03/30/2026 02:40:31.000 PM,C-TEC,S-KEY,1,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,3,1,0
SO211701,03/30/2026 02:23:47.000 PM,03/30/2026 02:40:31.000 PM,Yuasa,Y7-12,1,2,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,28,1,0
SO211712,03/30/2026 02:46:21.000 PM,03/30/2026 02:46:22.000 PM,Firexo,809-765-347-876,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,64,1,0
SO211712,03/30/2026 02:46:21.000 PM,03/30/2026 02:46:22.000 PM,Firexo,809-765-347-846,2,1,0,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,36,1,0
SO211712,03/30/2026 02:46:21.000 PM,03/31/2026 12:41:33.000 PM,Firexo,809-765-347-846,2,1,0,CZ,Arthur Malheiro,Committed,Purchased,1,F,T,F,C. 13 a 24h,21,36,1,0
SO211728,03/30/2026 03:10:50.000 PM,03/30/2026 03:10:51.000 PM,Firexo,809-765-347-876,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,64,1,0
SO211905,03/30/2026 08:39:19.000 PM,03/30/2026 08:39:21.000 PM,Apollo,45681-510APO,2,1,1,BY,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,19,1,0
SO211988,03/31/2026 08:45:49.000 AM,03/31/2026 08:45:50.000 AM,Apollo,45681-510APO,1,9,9,BY,Arthur Malheiro,Allocated Supply,Purchased,9,F,T,F,A. Under 1 Hour,0,178,1,0
SO211990,03/31/2026 09:46:36.000 AM,03/31/2026 01:32:23.000 PM,Global Fire Equipment,GFE-C-REM-IND(BLK),1,6,6,CZ,Arthur Malheiro,Allocated Supply,Purchased,6,F,T,F,B. 1 a 12h,3,45,1,0
SO212001,03/31/2026 12:06:19.000 PM,03/31/2026 01:53:30.000 PM,Casil Batteries,2081-9279,1,2,0,BX,Isabelle Cruz,Allocated Supply,Purchased,1,F,T,F,I. Others,1,"1,054",1,0
SO212001,03/31/2026 12:06:19.000 PM,03/31/2026 01:53:30.000 PM,Casil Batteries,2081-9279,1,2,0,BX,Isabelle Cruz,Committed,Purchased,1,F,T,F,I. Others,1,"1,054",1,0
SO212001,03/31/2026 12:06:19.000 PM,03/31/2026 04:32:22.000 PM,Casil Batteries,2081-9279,1,2,0,BX,Isabelle Cruz,Fulfilled,Purchased,2,F,T,F,B. 1 a 12h,4,"1,054",1,0
SO212004,03/31/2026 12:39:24.000 PM,03/31/2026 01:32:23.000 PM,GeoFire,3-59-0365,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,27,1,0
SO212010,03/31/2026 12:50:58.000 PM,03/31/2026 03:05:46.000 PM,System Sensor,2WT-B,1,2,2,AX,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,B. 1 a 12h,2,101,1,0
SO212012,03/31/2026 12:59:16.000 PM,03/31/2026 03:05:50.000 PM,Ditek,DTK-120/240HW,1,1,1,AX,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,2,71,1,0
SO212040,03/31/2026 01:50:56.000 PM,03/31/2026 02:03:42.000 PM,System Sensor,2D51,1,10,10,BY,Arthur Malheiro,Allocated Supply,Purchased,10,F,T,F,A. Under 1 Hour,0,888,1,0
SO212046,03/31/2026 01:57:30.000 PM,03/31/2026 02:15:46.000 PM,Edwards,270A-SPO,1,5,0,AY,Lorena Galvao,Allocated Supply,Available in different location,5,F,T,F,A. Under 1 Hour,0,126,1,0
SO212046,03/31/2026 01:57:30.000 PM,03/31/2026 02:15:46.000 PM,Edwards,270A-SPO,1,5,0,AY,Lorena Galvao,Committed,Available in different location,5,F,T,F,A. Under 1 Hour,0,126,1,0
SO212046,03/31/2026 01:57:30.000 PM,03/31/2026 02:50:55.000 PM,Edwards,270A-SPO,1,5,0,AY,Lorena Galvao,Fulfilled,Available in different location,5,F,T,F,A. Under 1 Hour,0,126,1,0
SO212049,03/31/2026 02:01:28.000 PM,03/31/2026 02:12:23.000 PM,Simplex,4906-9101,1,1,0,AX,Lorena Galvao,Allocated Supply,Available in different location,1,F,T,F,A. Under 1 Hour,0,46,1,0
SO212049,03/31/2026 02:01:28.000 PM,03/31/2026 02:12:23.000 PM,Simplex,4906-9101,1,1,0,AX,Lorena Galvao,Committed,Available in different location,1,F,T,F,A. Under 1 Hour,0,46,1,0
SO212049,03/31/2026 02:01:28.000 PM,03/31/2026 02:58:06.000 PM,Simplex,4906-9101,1,1,0,AX,Lorena Galvao,Fulfilled,Available in different location,1,F,T,F,A. Under 1 Hour,0,46,1,0
SO212095,03/31/2026 03:11:47.000 PM,04/01/2026 03:00:34.000 PM,System Sensor,CHSRLED,7,153,153,CZ,Arthur Malheiro,Allocated Supply,Purchased,153,F,T,F,C. 13 a 24h,22,"13,629",1,0
SO212181,03/31/2026 06:03:19.000 PM,03/31/2026 06:14:13.000 PM,Honeywell,CCM2-AV-HON,6,1,1,BY,Isabelle Cruz,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,544,1,0
SO212214,03/31/2026 06:46:32.000 PM,04/01/2026 03:00:32.000 PM,Det-Tronics,013321-022,1,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,C. 13 a 24h,20,"12,118",1,0
SO212214,03/31/2026 06:46:32.000 PM,03/31/2026 06:50:27.000 PM,Det-Tronics,011385-001,2,2,2,BZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,329,1,0
SO212214,03/31/2026 06:46:32.000 PM,04/01/2026 03:00:32.000 PM,Det-Tronics,007290-001,3,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,C. 13 a 24h,20,"1,023",1,0
SO212234,03/31/2026 07:17:00.000 PM,03/31/2026 07:20:50.000 PM,Fiplex by Honeywell,BDA-NM-RN4P-10-NM,6,87,24,AY,Isabelle Cruz,Allocated Supply,Purchased,24,F,T,F,A. Under 1 Hour,0,"3,023",1,0
SO212234,03/31/2026 07:17:00.000 PM,03/31/2026 07:20:50.000 PM,Fiplex by Honeywell,BDA-NM-RN4P-10-NM,6,87,24,AY,Isabelle Cruz,Allocated Supply,Purchased,87,F,T,F,A. Under 1 Hour,0,"3,023",1,0
SO212234,03/31/2026 07:17:00.000 PM,03/31/2026 07:20:50.000 PM,Fiplex by Honeywell,BDA-NFP01250,11,3,3,BZ,Isabelle Cruz,Allocated Supply,Purchased,3,F,T,F,A. Under 1 Hour,0,74,1,0
SO212309,03/31/2026 10:07:36.000 PM,03/31/2026 10:29:37.000 PM,System Sensor,PC2WLED,19,1,0,AX,Arthur Malheiro,Allocated Supply,Available in different location,1,F,T,F,A. Under 1 Hour,0,52,1,0
SO212309,03/31/2026 10:07:36.000 PM,03/31/2026 10:29:37.000 PM,System Sensor,PC2WLED,19,1,0,AX,Arthur Malheiro,Committed,Available in different location,1,F,T,F,A. Under 1 Hour,0,52,1,0
SO212309,03/31/2026 10:07:36.000 PM,04/01/2026 04:08:29.000 PM,System Sensor,PC2WLED,19,1,0,AX,Arthur Malheiro,Fulfilled,Available in different location,1,F,T,F,C. 13 a 24h,17,52,1,0
SO212310,03/31/2026 10:09:30.000 PM,04/01/2026 09:02:52.000 AM,Fire-Lite,H365R-IV,1,4,0,BY,Arthur Malheiro,Allocated Supply,Available in different location,2,F,T,F,B. 1 a 12h,10,677,1,0
SO212310,03/31/2026 10:09:30.000 PM,04/01/2026 09:02:52.000 AM,Fire-Lite,H365R-IV,1,4,0,BY,Arthur Malheiro,Committed,Available in different location,2,F,T,F,B. 1 a 12h,10,677,1,0
SO212310,03/31/2026 10:09:30.000 PM,04/01/2026 01:32:57.000 PM,Fire-Lite,H365R-IV,1,4,0,BY,Arthur Malheiro,Fulfilled,Available in different location,4,F,T,F,C. 13 a 24h,15,677,1,0
