tran_id,created_date,reached_bo_date,item_manufacturer,item_name,so_line,so_quantity,bo_quantity,item_curve,item_buyer,field,bo_status,new_value,is_dropship,IsUnder,IsAfter,Buckets,Hours 2,MAX so_amount,Under 48 hours,After 48 Hours
SO212312,03/31/2026 10:17:44.000 PM,03/31/2026 10:19:20.000 PM,System Sensor,PC2WLED,2,7,0,AX,Arthur Malheiro,Allocated Supply,Available in different location,7,F,T,F,A. Under 1 Hour,0,386,1,0
SO212312,03/31/2026 10:17:44.000 PM,03/31/2026 10:19:20.000 PM,System Sensor,PC2WLED,2,7,0,AX,Arthur Malheiro,Committed,Available in different location,7,F,T,F,A. Under 1 Hour,0,386,1,0
SO212312,03/31/2026 10:17:44.000 PM,04/01/2026 01:59:11.000 PM,System Sensor,PC2WLED,2,7,0,AX,Arthur Malheiro,Fulfilled,Available in different location,0,F,T,F,C. 13 a 24h,15,386,1,0
SO212312,03/31/2026 10:17:44.000 PM,04/01/2026 01:59:11.000 PM,System Sensor,PC2WLED,2,7,0,AX,Arthur Malheiro,Fulfilled,Available in different location,7,F,T,F,C. 13 a 24h,15,386,1,0
SO212631,04/02/2026 09:12:49.000 AM,04/02/2026 01:31:02.000 PM,Lumi-Plugin,LS110WHMBWHA,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,4,78,1,0
SO212631,04/02/2026 09:12:49.000 AM,04/02/2026 09:12:51.000 AM,Lumi-Plugin,LS110WHMBWSA,2,5,0,CZ,Arthur Malheiro,Allocated Supply,Purchased,5,F,T,F,A. Under 1 Hour,0,378,1,0
SO212631,04/02/2026 09:12:49.000 AM,04/02/2026 06:20:57.000 PM,Lumi-Plugin,LS110WHMBWSA,2,5,0,CZ,Arthur Malheiro,Committed,Purchased,5,F,T,F,B. 1 a 12h,9,378,1,0
SO212636,04/02/2026 11:36:14.000 AM,04/02/2026 01:31:02.000 PM,Vimpex,CA1290-V0,1,10,10,CZ,Arthur Malheiro,Allocated Supply,Purchased,10,F,T,F,I. Others,1,140,1,0
SO212642,04/02/2026 12:12:12.000 PM,04/02/2026 01:31:02.000 PM,GeoFire,3-79-05200,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,I. Others,1,64,1,0
SO212953,04/03/2026 10:11:41.000 AM,04/03/2026 10:36:51.000 AM,Aico,Ei1516,1,3,3,CZ,Arthur Malheiro,Allocated Supply,Purchased,3,F,T,F,A. Under 1 Hour,0,6,1,0
SO213042,04/03/2026 04:53:42.000 PM,04/03/2026 07:57:04.000 PM,System Sensor,D4120,1,20,20,AX,Arthur Malheiro,Allocated Supply,Available in different location,2,F,T,F,B. 1 a 12h,2,"3,771",1,0
SO213042,04/03/2026 04:53:42.000 PM,04/03/2026 07:57:04.000 PM,System Sensor,D4120,1,20,20,AX,Arthur Malheiro,Allocated Supply,Available in different location,20,F,T,F,B. 1 a 12h,2,"3,771",1,0
SO213042,04/03/2026 04:53:42.000 PM,04/03/2026 07:57:04.000 PM,System Sensor,DST10,2,40,40,BY,Arthur Malheiro,Allocated Supply,Available in different location,40,F,T,F,B. 1 a 12h,2,"1,412",1,0
SO213088,04/03/2026 06:13:05.000 PM,04/03/2026 06:36:49.000 PM,Space Age,SSU00689,7,4,0,AX,Arthur Malheiro,Allocated Supply,Purchased,4,F,T,F,A. Under 1 Hour,0,358,1,0
SO213088,04/03/2026 06:13:05.000 PM,04/03/2026 06:49:12.000 PM,Space Age,SSU00689,7,4,0,AX,Arthur Malheiro,Committed,Purchased,4,F,T,F,A. Under 1 Hour,0,358,1,0
SO213088,04/03/2026 06:13:05.000 PM,04/03/2026 08:42:00.000 PM,Space Age,SSU00689,7,4,0,AX,Arthur Malheiro,Fulfilled,Purchased,0,F,T,F,B. 1 a 12h,2,358,1,0
SO213088,04/03/2026 06:13:05.000 PM,04/03/2026 08:42:00.000 PM,Space Age,SSU00689,7,4,0,AX,Arthur Malheiro,Fulfilled,Purchased,4,F,T,F,B. 1 a 12h,2,358,1,0
SO213193,04/04/2026 09:07:54.000 AM,04/06/2026 01:50:36.000 PM,C-TEC,BF430C/CC/SR,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,4,14,1,0
SO213197,04/04/2026 12:06:01.000 PM,04/04/2026 12:07:38.000 PM,BRK,SMCO500V,1,4,4,BY,Arthur Malheiro,Allocated Supply,Purchased,4,F,T,F,A. Under 1 Hour,0,214,1,0
SO213207,04/04/2026 04:39:16.000 PM,04/06/2026 02:39:49.000 PM,Solo,SOLO727-001,1,1,1,BZ,Isabelle Cruz,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,155,1,0
SO213207,04/04/2026 04:39:16.000 PM,04/06/2026 01:50:36.000 PM,Detector Testers,SOLO770-001,2,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,109,1,0
SO213211,04/04/2026 06:18:50.000 PM,04/06/2026 04:05:16.000 PM,Edwards,GCVRF,1,1,0,CZ,Lorena Galvao,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,50,1,0
SO213219,04/04/2026 09:07:27.000 PM,04/06/2026 01:50:36.000 PM,Fike,505-0004-B,2,1,1,CZ,Lorena Galvao,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,277,1,0
SO213240,04/05/2026 02:08:43.000 PM,04/06/2026 01:50:36.000 PM,EMS,SC-10-0000-KEY,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,12,1,0
SO213269,04/06/2026 08:38:25.000 AM,04/06/2026 01:50:36.000 PM,FMC Fire Equipment,FMCUNI2R,2,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,B. 1 a 12h,5,42,1,0
SO213272,04/06/2026 09:01:24.000 AM,04/06/2026 01:50:36.000 PM,C-TEC,CFP761,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,4,52,1,0
SO213272,04/06/2026 09:01:24.000 AM,04/06/2026 01:50:36.000 PM,C-TEC,CFP760,2,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,4,157,1,0
SO213320,04/06/2026 02:23:53.000 PM,04/06/2026 02:26:37.000 PM,APC,WP-2000,1,1,1,CY,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,291,1,0
SO213520,04/06/2026 08:12:53.000 PM,04/06/2026 08:29:48.000 PM,STI,STI-1130,1,1,1,AX,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,108,1,0
SO213570,04/06/2026 10:09:21.000 PM,04/06/2026 10:40:30.000 PM,CheckFire,FX-WCH-003-DCF,3,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,48,1,0
SO213609,04/07/2026 09:08:52.000 AM,04/07/2026 09:36:25.000 AM,CheckFire,101P,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,1,1,0
SO213746,04/07/2026 04:56:37.000 PM,04/07/2026 05:14:50.000 PM,Silent Knight,OSI-RI-SK,1,1,1,CY,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,"1,342",1,0
SO213758,04/07/2026 05:12:22.000 PM,04/07/2026 07:05:38.000 PM,Silent Knight,SK-PTIR-W,1,3,3,BZ,Arthur Malheiro,Allocated Supply,Purchased,3,F,T,F,I. Others,1,345,1,0
SO213763,04/07/2026 05:13:54.000 PM,04/07/2026 05:33:44.000 PM,ModuLaser,9-30699N-P,1,2,1,CY,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,891,1,0
SO213763,04/07/2026 05:13:54.000 PM,04/07/2026 05:33:44.000 PM,ModuLaser,9-30699N-P,1,2,1,CY,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,891,1,0
SO213763,04/07/2026 05:13:54.000 PM,04/07/2026 06:12:02.000 PM,ModuLaser,9-30699N-P,1,2,1,CY,Arthur Malheiro,Committed,Purchased,1,F,T,F,A. Under 1 Hour,0,891,1,0
SO213763,04/07/2026 05:13:54.000 PM,04/07/2026 06:12:10.000 PM,ModuLaser,9-30699N-P,1,2,1,CY,Arthur Malheiro,Fulfilled,Purchased,1,F,T,F,A. Under 1 Hour,0,891,1,0
SO213784,04/07/2026 05:49:23.000 PM,04/07/2026 07:05:49.000 PM,System Sensor,RFP,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,I. Others,1,73,1,0
SO213928,04/07/2026 11:53:19.000 PM,04/08/2026 03:05:27.000 AM,Jewel Fire Group,9FX,1,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,B. 1 a 12h,3,61,1,0
SO213954,04/08/2026 09:59:15.000 AM,04/08/2026 11:14:55.000 AM,FireChief,134-1026,1,1,0,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,227,1,0
SO213954,04/08/2026 09:59:15.000 AM,04/08/2026 02:20:20.000 PM,FireChief,134-1026,1,1,0,CZ,Arthur Malheiro,Committed,Purchased,1,F,T,F,B. 1 a 12h,3,227,1,0
SO213976,04/08/2026 12:23:08.000 PM,04/08/2026 12:23:10.000 PM,CheckFire,FX-PWD-001-DCF,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,12,1,0
SO213982,04/08/2026 12:57:04.000 PM,04/08/2026 01:02:21.000 PM,Gentex,SR,1,5,5,AX,Arthur Malheiro,Allocated Supply,Purchased,5,F,T,F,A. Under 1 Hour,0,405,1,0
SO213986,04/08/2026 01:06:59.000 PM,04/08/2026 01:10:26.000 PM,Apollo,SA5000-230APO,1,14,14,AY,Arthur Malheiro,Allocated Supply,Purchased,14,F,T,F,A. Under 1 Hour,0,134,1,0
SO213991,04/08/2026 01:26:06.000 PM,04/08/2026 02:00:09.000 PM,Elite Security Products,EMBAT3.6V1800SER,1,15,15,CZ,Arthur Malheiro,Allocated Supply,Purchased,15,F,T,F,A. Under 1 Hour,0,97,1,0
SO214020,04/08/2026 02:26:33.000 PM,04/08/2026 03:05:17.000 PM,Fire Beam Company,FIREBEAM-XTRA,2,1,1,CZ,,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,294,1,0
SO214289,04/09/2026 08:46:01.000 AM,04/09/2026 08:46:03.000 AM,FireChief,134-1026,1,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,454,1,0
SO214302,04/09/2026 12:31:34.000 PM,04/09/2026 02:52:35.000 PM,FireChief,122-1166,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,2,9,1,0
SO214302,04/09/2026 12:31:34.000 PM,04/09/2026 02:52:35.000 PM,FireChief,119-1463,2,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,2,4,1,0
SO214302,04/09/2026 12:31:34.000 PM,04/09/2026 02:52:35.000 PM,FireChief,119-1231,3,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,2,6,1,0
SO214304,04/09/2026 12:33:28.000 PM,04/09/2026 04:40:54.000 PM,Power Sonic,PS-6100 F1,1,22,22,CZ,Isabelle Cruz,Allocated Supply,Purchased,22,F,T,F,B. 1 a 12h,4,447,1,0
SO214309,04/09/2026 12:52:54.000 PM,04/09/2026 12:56:50.000 PM,Siemens,OP921,1,10,10,AX,Lorena Galvao,Allocated Supply,Purchased,10,F,T,F,A. Under 1 Hour,0,755,1,0
SO214312,04/09/2026 01:01:39.000 PM,04/09/2026 01:06:13.000 PM,Eaton Wheelock,EL4XBB-R,1,30,0,BZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,988,1,0
SO214312,04/09/2026 01:01:39.000 PM,04/09/2026 01:06:13.000 PM,Eaton Wheelock,EL4XBB-R,1,30,0,BZ,Arthur Malheiro,Allocated Supply,Purchased,30,F,T,F,A. Under 1 Hour,0,988,1,0
SO214312,04/09/2026 01:01:39.000 PM,04/10/2026 03:12:01.000 PM,Eaton Wheelock,EL4XBB-R,1,30,0,BZ,Arthur Malheiro,Committed,Purchased,2,F,T,F,D. 25 a 36h,26,988,1,0
SO214337,04/09/2026 02:11:15.000 PM,04/09/2026 04:04:23.000 PM,Scope Communications,GEO87ZM,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,I. Others,1,150,1,0
SO214338,04/09/2026 02:11:49.000 PM,04/09/2026 04:04:23.000 PM,Scope Communications,GEO87ZM,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,I. Others,1,150,1,0
SO214369,04/09/2026 03:04:38.000 PM,04/09/2026 06:10:19.000 PM,Comba,RX14V3-AP0-V2AU2X,13,1,1,CZ,Isabelle Cruz,Allocated Supply,Purchased,1,F,T,F,I. Others,1,"26,350",1,0
SO214369,04/09/2026 03:04:38.000 PM,04/09/2026 06:10:19.000 PM,Comba,RX07V3-A3327P0-S1,14,1,1,CZ,Isabelle Cruz,Allocated Supply,Purchased,1,F,T,F,I. Others,1,"9,095",1,0
SO214369,04/09/2026 03:04:38.000 PM,04/09/2026 06:10:19.000 PM,Comba,DC-E06-0N200L(XH),15,8,8,CZ,Isabelle Cruz,Allocated Supply,Purchased,8,F,T,F,I. Others,1,"1,456",1,0
SO214369,04/09/2026 03:04:38.000 PM,04/09/2026 06:10:19.000 PM,Comba,PS-E2-0N50M(XH),16,7,7,CZ,Isabelle Cruz,Allocated Supply,Purchased,7,F,T,F,I. Others,1,770,1,0
SO214369,04/09/2026 03:04:38.000 PM,04/09/2026 06:10:19.000 PM,Comba,DC-E10-0N200L(XH),17,1,1,CZ,Isabelle Cruz,Allocated Supply,Purchased,1,F,T,F,I. Others,1,182,1,0
SO214383,04/09/2026 03:26:00.000 PM,04/09/2026 03:30:58.000 PM,Hochiki,PL-2,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,4,1,0
SO214413,04/09/2026 04:22:15.000 PM,04/09/2026 07:47:27.000 PM,Honeywell,HW-AV-LTE-M-2,7,1,1,AX,Isabelle Cruz,Allocated Supply,Purchased,1,F,T,F,B. 1 a 12h,3,116,1,0
SO214413,04/09/2026 04:22:15.000 PM,04/09/2026 07:47:27.000 PM,Power Sonic,PS-12120 F2,8,2,2,AX,Isabelle Cruz,Allocated Supply,Purchased,2,F,T,F,B. 1 a 12h,3,68,1,0
SO214609,04/10/2026 07:41:39.000 AM,04/10/2026 07:41:41.000 AM,GeoFire,3-87-0370,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,22,1,0
SO214624,04/10/2026 12:01:44.000 PM,04/10/2026 01:39:58.000 PM,Evacuator Alarms,FMCEVASMPB,1,6,6,CZ,Arthur Malheiro,Allocated Supply,Purchased,6,F,T,F,I. Others,1,178,1,0
SO214625,04/10/2026 12:06:40.000 PM,04/10/2026 01:39:46.000 PM,Kentec Electronics,K11031M2,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,I. Others,1,485,1,0
SO214641,04/10/2026 12:39:19.000 PM,04/10/2026 01:39:58.000 PM,C-TEC,BF326/RF,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,16,1,0
SO214641,04/10/2026 12:39:19.000 PM,04/10/2026 02:21:56.000 PM,Fike,205-0001,3,5,5,CZ,Lorena Galvao,Allocated Supply,Purchased,5,F,T,F,I. Others,1,257,1,0
SO214641,04/10/2026 12:39:19.000 PM,04/10/2026 02:21:56.000 PM,Fike,403-0006,4,2,2,CZ,Lorena Galvao,Allocated Supply,Purchased,2,F,T,F,I. Others,1,74,1,0
SO214641,04/10/2026 12:39:19.000 PM,04/10/2026 02:21:56.000 PM,Fike,540-0001,5,1,1,CZ,Lorena Galvao,Allocated Supply,Purchased,1,F,T,F,I. Others,1,489,1,0
SO214647,04/10/2026 01:00:55.000 PM,04/10/2026 01:00:57.000 PM,FireChief,100-1677,2,5,,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,69,1,0
SO214647,04/10/2026 01:00:55.000 PM,04/10/2026 01:00:57.000 PM,FireChief,100-1677,2,5,,CZ,Arthur Malheiro,Allocated Supply,Purchased,5,F,T,F,A. Under 1 Hour,0,69,1,0
SO214665,04/10/2026 02:15:08.000 PM,04/10/2026 02:28:46.000 PM,Edwards,SIGA-SD,1,1,1,AX,Lorena Galvao,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,198,1,0
SO214683,04/10/2026 02:53:00.000 PM,04/10/2026 03:01:42.000 PM,Eaton Wheelock,EOLM-1,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,4,1,0
SO214893,04/11/2026 04:08:30.000 PM,04/11/2026 04:11:09.000 PM,BRK,SMCO500V,1,1,1,BY,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,54,1,0
SO214896,04/11/2026 05:31:01.000 PM,04/11/2026 05:35:57.000 PM,Kidde,260-CO,1,1,0,AX,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,109,1,0
SO214896,04/11/2026 05:31:01.000 PM,04/13/2026 10:18:18.000 PM,Kidde,260-CO,1,1,0,AX,Arthur Malheiro,Committed,Purchased,1,F,T,F,B. 1 a 12h,4,109,1,0
SO214900,04/11/2026 08:38:07.000 PM,04/13/2026 06:40:48.000 PM,System Sensor,2151,1,7,7,BY,Arthur Malheiro,Allocated Supply,Purchased,7,F,T,F,A. Under 1 Hour,0,409,1,0
SO214927,04/12/2026 04:55:44.000 PM,04/12/2026 05:01:31.000 PM,Kidde,260-CO,1,1,0,AX,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,104,1,0
SO214927,04/12/2026 04:55:44.000 PM,04/13/2026 10:18:33.000 PM,Kidde,260-CO,1,1,0,AX,Arthur Malheiro,Committed,Purchased,1,F,T,F,B. 1 a 12h,5,104,1,0
SO214943,04/13/2026 05:56:08.000 AM,04/13/2026 06:01:03.000 AM,BRK,SMCO500V,1,4,4,BY,Arthur Malheiro,Allocated Supply,Purchased,4,F,T,F,A. Under 1 Hour,0,214,1,0
SO214993,04/13/2026 01:53:24.000 PM,04/13/2026 01:53:25.000 PM,FireChief,134-1026,1,1,1,CZ,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,227,1,0
SO215059,04/13/2026 03:42:07.000 PM,04/13/2026 03:46:48.000 PM,Protectowire,PWSC,1,2,2,BZ,Isabelle Cruz,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,50,1,0
SO215093,04/13/2026 04:47:43.000 PM,04/13/2026 04:48:11.000 PM,Fire-Lite,ES-1000X,1,1,0,BX,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,"1,630",1,0
SO215093,04/13/2026 04:47:43.000 PM,04/13/2026 06:47:39.000 PM,Fire-Lite,ES-1000X,1,1,0,BX,Arthur Malheiro,Committed,Purchased,1,F,T,F,I. Others,1,"1,630",1,0
SO215093,04/13/2026 04:47:43.000 PM,04/13/2026 11:09:36.000 PM,Fire-Lite,ES-1000X,1,1,0,BX,Arthur Malheiro,Fulfilled,Purchased,1,F,T,F,B. 1 a 12h,6,"1,630",1,0
SO215321,04/14/2026 11:51:49.000 AM,04/14/2026 11:56:38.000 AM,System Sensor,P2RLED,1,10,10,AX,Arthur Malheiro,Allocated Supply,Purchased,10,F,T,F,A. Under 1 Hour,0,605,1,0
SO215345,04/14/2026 01:44:40.000 PM,04/14/2026 01:59:05.000 PM,Gamewell-FCI,ATD-L3-IV,1,1,1,AY,Lorena Galvao,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,178,1,0
SO215353,04/14/2026 01:56:47.000 PM,04/14/2026 01:56:48.000 PM,Advanced,MXP-002,1,1,1,CZ,Lorena Galvao,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,166,1,0
SO215359,04/14/2026 02:00:58.000 PM,04/14/2026 02:00:59.000 PM,FireChief,119-1219,1,2,2,CZ,Arthur Malheiro,Allocated Supply,Purchased,2,F,T,F,A. Under 1 Hour,0,24,1,0
SO215487,04/14/2026 06:07:21.000 PM,04/14/2026 06:10:43.000 PM,Fire-Lite,ES-1000X,1,1,1,BX,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,"1,630",1,0
SO215487,04/14/2026 06:07:21.000 PM,04/14/2026 06:10:44.000 PM,Fire-Lite,SLC-3LS,2,1,1,BY,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,418,1,0
SO215487,04/14/2026 06:07:21.000 PM,04/14/2026 06:10:43.000 PM,Fire-Lite,ECC-50DA,9,3,3,CY,Arthur Malheiro,Allocated Supply,Purchased,3,F,T,F,A. Under 1 Hour,0,"3,501",1,0
SO215487,04/14/2026 06:07:21.000 PM,04/15/2026 01:05:16.000 AM,System Sensor,SBBSPWL,33,59,51,BZ,Arthur Malheiro,Allocated Supply,Purchased,57,F,T,F,B. 1 a 12h,6,"1,224",1,0
SO215487,04/14/2026 06:07:21.000 PM,04/14/2026 06:10:43.000 PM,System Sensor,SBBSPWL,35,15,15,BZ,Arthur Malheiro,Allocated Supply,Purchased,15,F,T,F,A. Under 1 Hour,0,311,1,0
SO215491,04/14/2026 06:13:44.000 PM,04/14/2026 06:16:18.000 PM,System Sensor,P2RLED,4,15,15,AX,Arthur Malheiro,Allocated Supply,Purchased,15,F,T,F,A. Under 1 Hour,0,790,1,0
SO215491,04/14/2026 06:13:44.000 PM,04/14/2026 06:16:18.000 PM,System Sensor,PC2RLED,7,40,6,AX,Arthur Malheiro,Allocated Supply,Purchased,40,F,T,F,A. Under 1 Hour,0,"2,148",1,0
SO215491,04/14/2026 06:13:44.000 PM,04/14/2026 06:16:18.000 PM,System Sensor,PC2RLED,7,40,6,AX,Arthur Malheiro,Allocated Supply,Purchased,6,F,T,F,A. Under 1 Hour,0,"2,148",1,0
SO215491,04/14/2026 06:13:44.000 PM,04/14/2026 06:30:25.000 PM,System Sensor,PC2RLED,7,40,6,AX,Arthur Malheiro,Committed,Purchased,34,F,T,F,A. Under 1 Hour,0,"2,148",1,0
SO215576,04/14/2026 09:33:08.000 PM,04/14/2026 09:34:21.000 PM,Vesda,VP-P-210,1,1,,AX,Arthur Malheiro,Allocated Supply,Purchased,1,F,T,F,A. Under 1 Hour,0,315,1,0
